basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
3610810_falkberget,2003,497508.26,0.478991597,122,0163_sollentuna
5432700_norra_lannersta,2014,497468.11,0.427603726,1450,0182_nacka
3910190_lahall,2011,497287.01,0.51503006,687,0160_taby
2211121_farjestadsvagen_v,2006,496984.67,0.7,689,0180_stockholm
1210140_eriksberg,2008,496847.05,0.560354374,1245,0180_stockholm
3910170_ostra_nasbypark,2010,496663.31,0.51083815,2015,0160_taby
3220262_gallsta_o,2012,496536.04,0.454342984,539,0125_ekero
3413230_sodra_hersby,2006,496438.89,0.51233672,879,0186_lidingo
1210132_danderydsplan_o,2009,496413.05,0.527419355,917,0180_stockholm
3110510_norra_stocksund,2005,496295.78,0.627525253,1012,0162_danderyd
3910770_vastra_ensta,2014,495966.02,0.558047493,1031,0160_taby
5432710_sodra_lannersta,2011,495622.79,0.430406852,579,0182_nacka
3910480_norra_landsbygden,2014,495561.4,0.383870968,377,0160_taby
1230140_oscarskyrkan,2008,495150.47,0.545071609,1847,0180_stockholm
3110450_osby,2004,494955.47,0.600907029,596,0162_danderyd
2211130_angbyhojden,2004,494670.58,0.600619195,414,0180_stockholm
5423230_tattby,2008,494511.46,0.545454545,848,0182_nacka
3110110_ostra_enebyberg,2011,493812.74,0.593591906,1740,0162_danderyd
2210400_bromma_kyrka,2013,493155.87,0.521943574,1750,0180_stockholm
3110440_sodra_djursholm,2004,492991.68,0.574712644,1863,0162_danderyd
3910770_vastra_ensta,2013,492801.62,0.549071618,997,0160_taby
3910310_sodra_viggbyholm,2007,492792.55,0.474065139,1078,0160_taby
3411520_bjornbo,2010,492754.26,0.565957447,591,0186_lidingo
3411520_bjornbo,2007,492627.3,0.56846473,565,0186_lidingo
3220211_alvnas,2010,492574.03,0.398089172,368,0125_ekero
3110450_osby,2006,492567.63,0.600928074,581,0162_danderyd
1230110_karlaplan,2006,491929.49,0.557401813,985,0180_stockholm
3910730_ella,2013,491806.81,0.494347379,1356,0160_taby
3910110_vastra_nasbypark,2014,491752.61,0.604137931,1082,0160_taby
3720720_filmstaden,2014,491433.27,0.581047382,962,0184_solna
3414250_ostra_kappala,2000,491349.3,0.458579882,411,0186_lidingo
3413220_norra_hersby,2006,491258.52,0.575406032,564,0186_lidingo
3110110_ostra_enebyberg,2010,491099.04,0.58649789,1708,0162_danderyd
5411330_vikdalen,2012,490380.21,0.485714286,161,0182_nacka
3220211_alvnas,2008,490287.54,0.396875,364,0125_ekero
5423230_tattby,2007,489977.63,0.531732419,843,0182_nacka
1230390_ladugardsgardet,2010,489951.81,0.423728814,74,0180_stockholm
3910170_ostra_nasbypark,2009,489733.36,0.508645533,1974,0160_taby
4311443_kullon,2011,489669.5,0.566739606,493,0187_vaxholm
5411330_vikdalen,2011,489506.87,0.489655172,163,0182_nacka
3910480_norra_landsbygden,2013,489006.68,0.387755102,360,0160_taby
3414310_brevik,2014,489006.34,0.506900878,1280,0186_lidingo
3110280_klingsta,2013,488879.08,0.570460705,1116,0162_danderyd
3110460_ekeby,2011,488798.64,0.549701789,1521,0162_danderyd
3413830_kottla_molna_kappsta,2006,488682.48,0.512359551,1116,0186_lidingo
1230120_historiska_musuet,2014,488626.46,0.534291313,2375,0180_stockholm
1230110_karlaplan,2005,488522.71,0.530791789,1000,0180_stockholm
5423201_solsidan_norr,2004,488491.95,0.6125,92,0182_nacka
3413220_norra_hersby,2005,488162.67,0.556581986,573,0186_lidingo
1310130_kungsbroplan,2014,488162.07,0.541862653,1390,0180_stockholm
3610780_skansen,2013,487764.35,0.537974684,1138,0163_sollentuna
1120132_norra_bantorget_v,2014,487679.24,0.47752809,218,0180_stockholm
3414250_ostra_kappala,2002,487678.56,0.485549133,419,0186_lidingo
3910910_skarpang,2013,487670.81,0.516441821,3147,0160_taby
3910140_nasby_slott,2006,487557.37,0.508130081,667,0160_taby
1210131_danderydsplan_v,2013,487494.36,0.556265985,1142,0180_stockholm
5423201_solsidan_norr,2002,487299.71,0.626506024,96,0182_nacka
3610780_skansen,2012,487161.25,0.536649215,1088,0163_sollentuna
1010250_brunkeberg,2006,486863.72,0.596330275,119,0180_stockholm
1230130_strandvagen,2011,486515.34,0.516685846,3692,0180_stockholm
1210120_larkstaden,2009,486118.5,0.538461538,1833,0180_stockholm
1230390_ladugardsgardet,2004,485980.62,0.477272727,112,0180_stockholm
1010250_brunkeberg,2012,485754.05,0.570093458,118,0180_stockholm
2210830_runstensplan,2013,485728.84,0.539179104,1381,0180_stockholm
2220500_olovslund,2012,485666.42,0.545126354,387,0180_stockholm
3911550_sveavagen,2008,485600.78,0.389492754,686,0160_taby
1210161_humlegarden_o,2013,485325.54,0.527777778,551,0180_stockholm
5432710_sodra_lannersta,2010,485284.52,0.415778252,569,0182_nacka
5411900_hasthagen,2013,485110.46,0.554054054,309,0182_nacka
3911540_norra_gribbylund,2014,484607.61,0.454928835,2389,0160_taby
5432810_boo_gard,2012,484534.76,0.430188679,981,0182_nacka
2210830_runstensplan,2014,484395.18,0.55669145,1372,0180_stockholm
1320330_lindhagensplan,2012,484298.91,0.486486486,123,0180_stockholm
1230220_sodra_djurgarden,2014,484104.93,0.418079096,304,0180_stockholm
3413300_stockby,2014,483900.19,0.526595745,262,0186_lidingo
2210400_bromma_kyrka,2012,483885.06,0.516836335,1742,0180_stockholm
5411500_storangen,2014,483874.26,0.52360515,1111,0182_nacka
3413220_norra_hersby,2004,483726.67,0.563063063,582,0186_lidingo
5423300_neglingeon,2011,483710.77,0.482311321,1410,0182_nacka
3911780_ostra_taby_kyrkby,2014,483699.33,0.481381178,1851,0160_taby
5423100_igelboda,2013,483650.33,0.507399577,2102,0182_nacka
3413140_herserud,2009,483602.68,0.568224299,716,0186_lidingo
2210850_attehagen,2014,482876.02,0.537537538,857,0180_stockholm
1230220_sodra_djurgarden,2012,482807.06,0.412790698,297,0180_stockholm
5423400_solsidan,2004,482801.57,0.487935657,957,0182_nacka
3414240_killinge,2013,482547.34,0.502645503,812,0186_lidingo
3412100_elfvik,2013,482536.92,0.517045455,253,0186_lidingo
3412100_elfvik,2009,482437.01,0.455958549,247,0186_lidingo
3220211_alvnas,2009,482350.01,0.39628483,375,0125_ekero
2220500_olovslund,2011,481422.62,0.522968198,385,0180_stockholm
5411610_skuru,2013,481330.08,0.451016636,1407,0182_nacka
2220200_hoglandet,2001,481223.26,0.56744868,893,0180_stockholm
3910110_vastra_nasbypark,2013,481175.38,0.591780822,1084,0160_taby
3110260_satra,2013,481064.24,0.55412844,1512,0162_danderyd
5423400_solsidan,2001,480788.21,0.483827493,976,0182_nacka
3412100_elfvik,2005,480087.69,0.429245283,233,0186_lidingo
5423201_solsidan_norr,2001,479955.4,0.62195122,94,0182_nacka
3910170_ostra_nasbypark,2007,479789.6,0.496764917,1906,0160_taby
3610680_kvarnskogen,2013,479550.47,0.545180723,417,0163_sollentuna
3414320_hogberga,2008,479395.97,0.494039735,1006,0186_lidingo
1210161_humlegarden_o,2012,478992.47,0.529247911,490,0180_stockholm
3910480_norra_landsbygden,2012,478884.06,0.396428571,337,0160_taby
3910730_ella,2012,478709.43,0.48358209,1377,0160_taby
2220200_hoglandet,2004,478654.4,0.555720654,893,0180_stockholm
1010220_klara_kyrka,2007,478612.85,0.585106383,122,0180_stockholm
3110620_berga,2009,478141.73,0.564575646,373,0162_danderyd
1210132_danderydsplan_o,2007,477995.83,0.519747235,890,0180_stockholm
3910110_vastra_nasbypark,2012,477820.78,0.600274725,1055,0160_taby
2110350_sankt_mickelsgatan,2014,477796.62,0.5580222,1363,0180_stockholm
3110540_sodra_stocksund,2006,477738.88,0.525094103,2053,0162_danderyd
1230140_oscarskyrkan,2007,477490.67,0.540677966,1805,0180_stockholm
3110280_klingsta,2011,477016.03,0.559299191,1081,0162_danderyd
1220150_tyskbagaromradet,2014,476928.97,0.551890941,3403,0180_stockholm
3610920_ostra_helenelund,2007,476895.78,0.531722054,2077,0163_sollentuna
3911540_norra_gribbylund,2013,476856.86,0.456855479,2380,0160_taby
3910350_norra_viggbyholm,2007,476740.84,0.438596491,373,0160_taby
4311460_karlsudd,2007,476714.33,0.358974359,93,0187_vaxholm
3413600_mosstorp,2014,476556.55,0.519565217,629,0186_lidingo
2220300_nockeby,2006,476535.03,0.549046322,2127,0180_stockholm
3911620_vastra_vallabrink,2013,476441.16,0.446366782,793,0160_taby
2220500_olovslund,2009,476209.17,0.55017301,373,0180_stockholm
1220170_kronkvarnen,2012,475856.24,0.533402923,1425,0180_stockholm
3414320_hogberga,2007,475599.25,0.473479948,1009,0186_lidingo
3910910_skarpang,2012,475593.2,0.5,3161,0160_taby
3910770_vastra_ensta,2012,475466.67,0.553450609,991,0160_taby
3720720_filmstaden,2013,475336.58,0.578883495,956,0184_solna
3411510_bo,2006,475273.41,0.581981982,764,0186_lidingo
2220700_stora_mossen,2006,475257.6,0.593830334,1018,0180_stockholm
1220110_ostermalmshallen,2014,475022.04,0.448275862,266,0180_stockholm
2220500_olovslund,2010,474952.92,0.545454545,382,0180_stockholm
3110440_sodra_djursholm,2001,474926.96,0.55107084,1854,0162_danderyd
2210400_bromma_kyrka,2011,474769.78,0.503507405,1723,0180_stockholm
3910920_gripsvall,2014,474739.36,0.571753986,577,0160_taby
3110440_sodra_djursholm,2002,474700.62,0.556809025,1877,0162_danderyd
5423300_neglingeon,2014,474682.73,0.467564259,1454,0182_nacka
3413220_norra_hersby,2001,474523.73,0.541387025,582,0186_lidingo
3610330_ostra_norrviken,2014,474517.56,0.495081967,457,0163_sollentuna
1220120_dramatiska_teatern,2007,474435.61,0.419871795,413,0180_stockholm
3610660_landsnora,2014,474209.46,0.486686391,963,0163_sollentuna
1310110_eira,2013,473964.13,0.544340303,2112,0180_stockholm
1310130_kungsbroplan,2012,473930.38,0.536862004,1335,0180_stockholm
3110120_vastra_enebyberg,2014,473725.63,0.598627787,1879,0162_danderyd
3413140_herserud,2007,473617.7,0.513711152,703,0186_lidingo
3110260_satra,2012,473452.38,0.545284781,1482,0162_danderyd
3610780_skansen,2011,473402.29,0.552042161,1080,0163_sollentuna
1310130_kungsbroplan,2011,473385.38,0.540513834,1281,0180_stockholm
3413830_kottla_molna_kappsta,2005,473217.16,0.494305239,1097,0186_lidingo
3911620_vastra_vallabrink,2014,473161.36,0.450166113,820,0160_taby
1210172_stureparken_v,2013,472808.9,0.601744186,586,0180_stockholm
3110460_ekeby,2010,472748.59,0.552502453,1508,0162_danderyd
5423100_igelboda,2012,472602.42,0.503511236,2081,0182_nacka
3220270_sandudden,2014,472424.72,0.476744186,777,0125_ekero
3910190_lahall,2010,472324.57,0.485772358,678,0160_taby
1230120_historiska_musuet,2013,472208.14,0.537953795,2341,0180_stockholm
1310130_kungsbroplan,2013,471914.59,0.550807217,1364,0180_stockholm
1210120_larkstaden,2008,471873.86,0.523732904,1778,0180_stockholm
3411520_bjornbo,2011,471821.16,0.547413793,618,0186_lidingo
1220120_dramatiska_teatern,2013,471814.82,0.477508651,423,0180_stockholm
3414240_killinge,2009,471672.3,0.492173913,794,0186_lidingo
1220120_dramatiska_teatern,2009,471337.71,0.426751592,426,0180_stockholm
4450190_tunagard_osterskar,2014,471302.8,0.429432014,1783,0117_osteraker
1010250_brunkeberg,2001,471105.71,0.523809524,138,0180_stockholm
3110460_ekeby,2009,470767.56,0.54875717,1513,0162_danderyd
1230220_sodra_djurgarden,2013,470728.53,0.427745665,298,0180_stockholm
3610780_skansen,2010,470626.06,0.542893726,1076,0163_sollentuna
3610660_landsnora,2013,470373.23,0.495601173,949,0163_sollentuna
3220262_gallsta_o,2011,470336.84,0.433333333,536,0125_ekero
2210840_angbylunden,2014,470263.56,0.524109015,1226,0180_stockholm
3911780_ostra_taby_kyrkby,2013,469772.05,0.47002924,1725,0160_taby
5432700_norra_lannersta,2012,469692.98,0.41394148,1413,0182_nacka
5423300_neglingeon,2013,469625.07,0.47144593,1431,0182_nacka
1220120_dramatiska_teatern,2014,469435.58,0.465201465,412,0180_stockholm
3413720_norra_gangsatra,2014,469312.24,0.566866267,810,0186_lidingo
1120210_kungssten,2013,469167.94,0.546351085,2002,0180_stockholm
5411610_skuru,2012,469100.42,0.444647758,1395,0182_nacka
3910910_skarpang,2011,468758.42,0.4948283,3157,0160_taby
1310110_eira,2012,468737.83,0.543971631,2099,0180_stockholm
2240632_spanga_gymnasium,2014,468601.51,0.490727532,1924,0180_stockholm
1310170_s_t_eriks_sjukhus,2013,468575.7,0.562937063,1265,0180_stockholm
5432700_norra_lannersta,2013,468332.35,0.424140821,1462,0182_nacka
3413600_mosstorp,2012,468154.47,0.4527897,622,0186_lidingo
1010220_klara_kyrka,2006,467566.45,0.571428571,123,0180_stockholm
3910730_ella,2011,467501.06,0.471717172,1366,0160_taby
2110350_sankt_mickelsgatan,2013,467386.89,0.556806551,1331,0180_stockholm
3411400_bo_garde,2010,467369.51,0.57605178,461,0186_lidingo
5423300_neglingeon,2010,467023.78,0.490762125,1425,0182_nacka
1230161_gustav_adolfskyrkan_v,2014,466819.87,0.537022603,2222,0180_stockholm
5411800_duvnas,2006,466566.49,0.558754864,1652,0182_nacka
4311661_ytterby_overby,2014,466563.6,0.4008,1605,0187_vaxholm
2210400_bromma_kyrka,2010,466560.86,0.501954652,1721,0180_stockholm
1110120_johannes_kyrka,2014,466525.71,0.553524804,1043,0180_stockholm
1220130_ostermalmstorg,2014,466373.68,0.480181936,2300,0180_stockholm
2220200_hoglandet,2002,466343.13,0.566121842,888,0180_stockholm
3911540_norra_gribbylund,2011,466117.51,0.443972384,2292,0160_taby
3110280_klingsta,2012,466101.61,0.560264901,1115,0162_danderyd
5610200_mortnas,2014,466050.17,0.366404715,1284,0120_varmdo
2211121_farjestadsvagen_v,2005,466005.03,0.69384058,690,0180_stockholm
5432000_norra_bjorknas,2014,465927.96,0.417938931,665,0182_nacka
2210850_attehagen,2013,465831.45,0.510638298,853,0180_stockholm
1210131_danderydsplan_v,2012,465588.21,0.540575916,1095,0180_stockholm
3220211_alvnas,2007,465523.18,0.376623377,344,0125_ekero
1010310_norrlandsgatan,2013,465520.67,0.377777778,157,0180_stockholm
3110120_vastra_enebyberg,2013,465458.8,0.594092827,1896,0162_danderyd
1230220_sodra_djurgarden,2007,465450.37,0.368686869,305,0180_stockholm
3110450_osby,2005,465422.59,0.622065728,578,0162_danderyd
3110270_nora,2006,465232.13,0.571843251,918,0162_danderyd
3414240_killinge,2012,465203.63,0.504393673,817,0186_lidingo
4450190_tunagard_osterskar,2013,465196.43,0.424164524,1760,0117_osteraker
5411610_skuru,2011,465149.81,0.439182916,1356,0182_nacka
5411220_nysatra,2014,465027.63,0.565789474,324,0182_nacka
3910920_gripsvall,2013,465004.45,0.574766355,562,0160_taby
3910770_vastra_ensta,2011,464701.18,0.552380952,1001,0160_taby
1210140_eriksberg,2007,464451.33,0.562785388,1212,0180_stockholm
1110250_elverket,2012,464309.77,0.574660633,305,0180_stockholm
3414310_brevik,2013,464261.21,0.508135169,1271,0186_lidingo
3110110_ostra_enebyberg,2008,464245.15,0.562447611,1698,0162_danderyd
2110810_norra_malarhojden,2014,464239.26,0.554570637,2502,0180_stockholm
2220200_hoglandet,2003,464043.95,0.557401813,883,0180_stockholm
1120210_kungssten,2014,463869.02,0.534562212,2036,0180_stockholm
3610680_kvarnskogen,2012,463643.31,0.519402985,411,0163_sollentuna
3720720_filmstaden,2012,463540.34,0.595923261,970,0184_solna
3911540_norra_gribbylund,2012,463522.8,0.455796718,2342,0160_taby
3110620_berga,2012,463275.67,0.6,400,0162_danderyd
3411520_bjornbo,2009,463088.53,0.56302521,579,0186_lidingo
3910110_vastra_nasbypark,2011,462958.5,0.60137931,1046,0160_taby
1230220_sodra_djurgarden,2011,462864.96,0.403409091,297,0180_stockholm
4311443_kullon,2010,462779.53,0.568281938,490,0187_vaxholm
5432710_sodra_lannersta,2009,462595.78,0.408207343,546,0182_nacka
1310110_eira,2011,462563.63,0.544668588,2053,0180_stockholm
1230130_strandvagen,2009,462509.91,0.506793977,3739,0180_stockholm
2220500_olovslund,2008,462367.45,0.519031142,366,0180_stockholm
2210830_runstensplan,2012,462317.37,0.527153558,1364,0180_stockholm
3413600_mosstorp,2013,462073.58,0.476595745,630,0186_lidingo
3413600_mosstorp,2011,462070.4,0.450939457,616,0186_lidingo
5432710_sodra_lannersta,2008,461952.77,0.410430839,519,0182_nacka
3911520_sodra_gribbylund,2014,461792.93,0.499021526,828,0160_taby
3220270_sandudden,2013,461704.99,0.471186441,758,0125_ekero
5432600_kallvagen,2014,461641.15,0.365138993,1643,0182_nacka
3413130_stureplatan,2011,461504.55,0.507204611,613,0186_lidingo
3710170_rastahem,2014,461397.17,0.377245509,204,0184_solna
3110260_satra,2011,461393.24,0.535447761,1469,0162_danderyd
3910310_sodra_viggbyholm,2006,461296.3,0.468215159,1063,0160_taby
5411500_storangen,2013,460900.98,0.522758621,1123,0182_nacka
5432700_norra_lannersta,2011,460724.83,0.417475728,1349,0182_nacka
3110440_sodra_djursholm,2003,460722.84,0.562091503,1867,0162_danderyd
4311661_ytterby_overby,2012,460690.33,0.377467105,1521,0187_vaxholm
5423300_neglingeon,2012,460686.6,0.478474785,1423,0182_nacka
5414100_kolarangen,2013,460643.6,0.424630542,1311,0182_nacka
3110110_ostra_enebyberg,2009,460590.36,0.580319596,1706,0162_danderyd
5411610_skuru,2010,460091.02,0.440850277,1342,0182_nacka
3414310_brevik,2012,460019.02,0.511742892,1260,0186_lidingo
5423400_solsidan,2003,459983.27,0.49799733,974,0182_nacka
5411900_hasthagen,2007,459974.27,0.465217391,289,0182_nacka
3610810_falkberget,2001,459921.56,0.414634146,87,0163_sollentuna
3411200_islinge,2005,459820.17,0.514739229,541,0186_lidingo
3110460_ekeby,2008,459630.18,0.541108987,1467,0162_danderyd
1310170_s_t_eriks_sjukhus,2012,459362.01,0.558891455,1256,0180_stockholm
5423100_igelboda,2011,459311.25,0.5,2064,0182_nacka
5432000_norra_bjorknas,2013,459224.93,0.410447761,655,0182_nacka
3110510_norra_stocksund,2004,459197.26,0.613266583,1019,0162_danderyd
5414100_kolarangen,2014,458944.38,0.428849903,1327,0182_nacka
3414240_killinge,2011,458943.95,0.485714286,806,0186_lidingo
3414310_brevik,2008,458876.48,0.514814815,1250,0186_lidingo
1220150_tyskbagaromradet,2013,458749.71,0.542511869,3436,0180_stockholm
1230110_karlaplan,2004,458610.18,0.531386861,995,0180_stockholm
3413830_kottla_molna_kappsta,2004,458607.05,0.490929705,1091,0186_lidingo
1110240_norra_real,2014,458395.15,0.486322188,1376,0180_stockholm
3910480_norra_landsbygden,2011,458394.7,0.405797101,333,0160_taby
2221100_appelviken,2005,458328.03,0.544897959,1258,0180_stockholm
5330430_snattringe_gard,2014,458258.86,0.411764706,374,0126_huddinge
2211130_angbyhojden,2001,458186.73,0.574404762,430,0180_stockholm
2221000_alsten,2004,458118.39,0.569859671,2038,0180_stockholm
1230220_sodra_djurgarden,2010,458079.63,0.396341463,286,0180_stockholm
3110120_vastra_enebyberg,2012,457955.45,0.580952381,1845,0162_danderyd
3610780_skansen,2009,457881.8,0.527131783,1056,0163_sollentuna
3910830_ava,2014,457563.63,0.458483755,393,0160_taby
2211130_angbyhojden,2000,457556.06,0.576576577,421,0180_stockholm
1230120_historiska_musuet,2012,457538.4,0.53697535,2312,0180_stockholm
3110540_sodra_stocksund,2005,457407.46,0.530401035,2018,0162_danderyd
3411400_bo_garde,2008,457286.08,0.572368421,447,0186_lidingo
3110620_berga,2010,457019.33,0.574074074,389,0162_danderyd
3411520_bjornbo,2006,456613.3,0.586065574,563,0186_lidingo
4311661_ytterby_overby,2013,456601.82,0.384930385,1551,0187_vaxholm
5330430_snattringe_gard,2013,456528.94,0.390410959,373,0126_huddinge
3110450_osby,2003,456084.72,0.588372093,584,0162_danderyd
3911610_ostra_vallabrink,2014,455971.46,0.446808511,301,0160_taby
3911620_vastra_vallabrink,2012,455921.5,0.445026178,794,0160_taby
3910910_skarpang,2010,455804.33,0.490396404,3130,0160_taby
3610210_vastra_viby,2014,455787.21,0.432289157,2580,0163_sollentuna
3911750_taby_kyrka,2014,455786.23,0.427385892,987,0160_taby
5432810_boo_gard,2011,455765.34,0.427841635,975,0182_nacka
1140140_halsingehojden,2014,455748,0.556729444,2856,0180_stockholm
1010201_centralstationen_n,2011,455626.58,0.437037037,231,0180_stockholm
5411800_duvnas,2005,455429.85,0.548387097,1660,0182_nacka
5432300_kil,2014,455348.83,0.337552743,581,0182_nacka
3413220_norra_hersby,2003,455312.69,0.571111111,592,0186_lidingo
3411400_bo_garde,2009,454947.93,0.579470199,452,0186_lidingo
1220170_kronkvarnen,2011,454930.24,0.537267081,1421,0180_stockholm
1320330_lindhagensplan,2010,454525.21,0.471698113,117,0180_stockholm
2210840_angbylunden,2013,454523.45,0.507322176,1223,0180_stockholm
